DEC_1	DEC_2	E2_1	E2_2	UNTR_1	UNTR_2
ENSMUSG00000092342	0	0	0	0	0	0
ENSMUSG00000078022	0	0	0	0	0	0
ENSMUSG00000045999	1212	1074	1289	1199	2035	2369
ENSMUSG00000077977	0	0	0	0	0	0
ENSMUSG00000045842	0	0	0	0	0	0
ENSMUSG00000031233	3	5	2	4	5	7
ENSMUSG00000025433	66	48	33	34	82	79
ENSMUSG00000025431	17	17	22	24	19	17
ENSMUSG00000090747	0	0	0	0	0	0
ENSMUSG00000090897	0	0	0	0	0	0
ENSMUSG00000092043	0	0	0	0	0	0
ENSMUSG00000073396	0	0	0	0	0	0
ENSMUSG00000023930	1	0	1	0	3	1
ENSMUSG00000023926	3	0	1	4	1	0
ENSMUSG00000054951	117	120	180	163	123	172
ENSMUSG00000091043	1	0	0	0	1	1
ENSMUSG00000088473	1	0	0	0	0	1
ENSMUSG00000023919	127	132	136	138	131	120
ENSMUSG00000023921	920	877	978	891	626	743
ENSMUSG00000042256	0	0	0	0	2	0
ENSMUSG00000043972	0	0	0	0	0	0
ENSMUSG00000023918	4	1	4	0	1	3
ENSMUSG00000057899	0	7	2	2	0	3
ENSMUSG00000061665	2402	2414	1998	1863	1308	1448
ENSMUSG00000023915	3565	3471	2923	2824	2339	2654
ENSMUSG00000041293	37	34	31	27	11	25
ENSMUSG00000056492	68	74	13	11	41	47
ENSMUSG00000064582	0	0	0	0	0	0
ENSMUSG00000023914	2	2	3	2	3	4
ENSMUSG00000023913	47730	46341	38446	36079	22777	25442
ENSMUSG00000090307	464	475	513	491	88	117
ENSMUSG00000040140	9	7	6	15	3	3
ENSMUSG00000023912	54	61	126	86	56	66
ENSMUSG00000023963	37	16	20	28	17	34
ENSMUSG00000084474	0	0	0	0	0	0
ENSMUSG00000039601	1	10	2	1	10	8
ENSMUSG00000088576	0	0	0	0	0	0
ENSMUSG00000023960	70	81	30	35	45	53
ENSMUSG00000023961	460	500	105	93	92	121
ENSMUSG00000023959	8	8	0	4	7	8
ENSMUSG00000039153	1123	1109	1048	971	962	1093
ENSMUSG00000090048	0	1	0	0	1	2
ENSMUSG00000092206	0	0	0	0	0	0
ENSMUSG00000070209	0	0	0	0	0	1
ENSMUSG00000089849	10	11	15	9	7	7
ENSMUSG00000073394	18	11	30	33	31	27
ENSMUSG00000038954	424	459	388	392	472	531
ENSMUSG00000044887	2	0	0	0	0	1
ENSMUSG00000023932	3399	3338	3208	3048	2870	3150
ENSMUSG00000073393	359	394	480	451	306	335
ENSMUSG00000023935	15	7	14	17	13	23
ENSMUSG00000071077	16	10	11	11	8	12
ENSMUSG00000023938	513	442	527	558	467	532
ENSMUSG00000023949	75	84	86	73	122	161
ENSMUSG00000092070	0	0	0	0	0	0
ENSMUSG00000050405	84	71	77	76	80	101
ENSMUSG00000023947	3260	3085	3314	3116	2829	3252
ENSMUSG00000037089	2400	2190	2397	2236	2346	2549
ENSMUSG00000023944	49358	48957	46528	44250	44142	49544
ENSMUSG00000023942	3765	3563	4036	3702	3749	4099
ENSMUSG00000067389	14	22	35	22	18	19
ENSMUSG00000079471	0	0	0	0	0	0
ENSMUSG00000065743	0	0	0	0	0	0
ENSMUSG00000058626	147	163	1	3	120	126
ENSMUSG00000036026	1726	1765	2174	2018	1188	1355
ENSMUSG00000086472	29	35	36	43	18	24
ENSMUSG00000023939	1207	1158	1206	1122	1383	1545
ENSMUSG00000086615	69	83	62	55	47	49
ENSMUSG00000023951	19529	19740	10717	10420	8920	10236
ENSMUSG00000023967	1210	1141	1037	962	1153	1212
ENSMUSG00000023966	73	69	89	65	69	80
ENSMUSG00000034509	654	624	716	667	712	790
ENSMUSG00000023952	6977	6783	8172	7618	4875	5639
ENSMUSG00000023953	376	312	340	361	269	302
ENSMUSG00000067150	1299	1309	1239	1141	888	990
ENSMUSG00000076141	0	0	0	0	0	0
ENSMUSG00000064710	1	0	0	0	0	0
ENSMUSG00000067148	1215	1094	1220	1183	1254	1401
ENSMUSG00000071074	2972	2931	2874	2635	2586	3022
ENSMUSG00000071073	19	22	9	20	21	17
ENSMUSG00000012296	973	992	1115	1029	839	872
ENSMUSG00000091684	8	5	11	11	4	4
ENSMUSG00000047428	1	3	2	4	4	8
ENSMUSG00000032842	755	740	651	567	457	511
ENSMUSG00000015597	2579	2469	2689	2515	1630	1764
ENSMUSG00000065808	6	5	8	6	2	0
ENSMUSG00000023968	23	32	37	43	42	43
ENSMUSG00000067144	0	1	1	0	2	2
ENSMUSG00000091742	2	1	2	1	2	2
ENSMUSG00000015599	8	12	10	10	13	14
ENSMUSG00000086673	2	1	2	2	2	0
ENSMUSG00000040658	47	47	60	59	79	113
ENSMUSG00000040327	1888	1918	1919	1875	1341	1508
ENSMUSG00000015605	2330	2226	2481	2362	2062	2384
ENSMUSG00000023972	122	97	22	13	119	143
ENSMUSG00000003546	2620	2571	3204	3033	2534	2900
ENSMUSG00000002767	1157	1142	1124	1034	1160	1355
ENSMUSG00000038545	1159	1153	1455	1361	1043	1259
ENSMUSG00000023971	1259	1182	1205	1200	1244	1329
ENSMUSG00000063576	3059	2808	3000	2822	2672	3113
ENSMUSG00000002768	1832	1932	1704	1614	1900	2124
ENSMUSG00000059409	2126	2167	2475	2281	1894	2061
ENSMUSG00000002763	2794	2687	3185	2843	2856	3274
ENSMUSG00000002769	63	71	67	64	78	70
ENSMUSG00000023973	7216	7021	7147	6652	6201	7007
ENSMUSG00000036858	0	0	0	0	2	1
ENSMUSG00000062619	170	157	210	197	221	229
ENSMUSG00000063888	3900	3737	3507	3016	3374	3848
ENSMUSG00000036568	1464	1367	1197	1167	741	810
ENSMUSG00000073388	2	6	4	1	3	0
ENSMUSG00000036430	580	502	577	514	633	723
ENSMUSG00000093309	0	0	1	1	0	0
ENSMUSG00000023978	1	1	0	0	0	3
ENSMUSG00000023977	5703	5536	5655	5462	3291	3681
ENSMUSG00000084572	0	0	0	1	0	1
ENSMUSG00000091775	0	0	1	0	0	0
ENSMUSG00000062472	0	0	0	0	0	0
ENSMUSG00000064043	1008	962	1288	1201	718	879
ENSMUSG00000089208	0	0	0	0	0	0
ENSMUSG00000034729	681	676	645	617	670	688
ENSMUSG00000023979	50	49	73	49	48	57
ENSMUSG00000023982	710	745	561	519	651	694
ENSMUSG00000047150	4	3	6	3	5	5
ENSMUSG00000034382	34	34	47	48	25	23
ENSMUSG00000023980	1171	1197	1275	1218	881	1058
ENSMUSG00000034165	2526	2486	1989	1896	1801	1997
ENSMUSG00000023988	445	451	498	437	409	472
ENSMUSG00000092558	1084	1009	945	827	771	937
ENSMUSG00000023984	5	3	1	3	2	5
ENSMUSG00000083672	0	0	0	0	0	0
ENSMUSG00000090115	291	298	277	273	247	276
ENSMUSG00000033475	7	3	5	12	7	8
ENSMUSG00000079444	1	2	4	10	2	9
ENSMUSG00000084880	18	13	12	6	13	13
ENSMUSG00000023266	101	98	144	128	86	129
ENSMUSG00000086930	9	2	4	8	3	4
ENSMUSG00000023987	1	0	2	1	0	3
ENSMUSG00000023990	2144	2039	2307	2102	2290	2600
ENSMUSG00000032717	9	7	10	4	19	13
ENSMUSG00000065027	0	1	0	0	0	0
ENSMUSG00000064748	0	0	0	0	0	0
ENSMUSG00000023991	2972	2908	4117	4005	2912	3431
ENSMUSG00000085932	1	2	3	2	0	0
ENSMUSG00000084288	1	0	1	0	3	1
ENSMUSG00000082492	0	0	0	0	0	0
ENSMUSG00000021545	0	0	0	0	0	0
ENSMUSG00000073386	103	115	99	111	61	84
ENSMUSG00000043939	466	436	151	146	111	165
ENSMUSG00000042265	413	390	237	237	142	176
ENSMUSG00000041754	107	97	102	104	105	114
ENSMUSG00000051682	224	219	176	160	129	141
ENSMUSG00000071068	3439	3477	1389	1329	1030	1142
ENSMUSG00000043740	5968	5815	3331	2960	2251	2612
ENSMUSG00000023992	29042	27567	26120	23059	28777	32597
ENSMUSG00000023993	207	227	392	332	237	236
ENSMUSG00000023994	6367	6120	6166	5457	4494	5189
ENSMUSG00000040771	832	812	677	642	764	804
ENSMUSG00000040694	10	8	9	14	9	6
ENSMUSG00000023995	1	2	0	1	2	4
ENSMUSG00000043592	5	0	6	2	2	2
ENSMUSG00000077708	0	0	0	0	0	0
ENSMUSG00000088483	0	0	0	0	0	1
ENSMUSG00000040490	0	0	1	0	5	3
ENSMUSG00000077868	0	0	0	0	0	0
ENSMUSG00000064541	0	0	0	0	0	0
ENSMUSG00000092268	4	7	2	3	2	2
ENSMUSG00000064120	2118	1938	1570	1515	1156	1333
ENSMUSG00000040260	109	104	98	119	56	60
ENSMUSG00000023999	4	4	0	0	5	6
ENSMUSG00000090012	0	0	0	0	1	0
ENSMUSG00000090227	0	0	0	0	0	0
ENSMUSG00000039316	9671	9413	11718	10729	9998	11471
ENSMUSG00000067103	0	0	0	0	2	2
ENSMUSG00000010592	4	7	8	10	5	2
ENSMUSG00000038910	6833	6668	6726	6409	5670	6198
ENSMUSG00000044645	7	7	2	7	4	9
ENSMUSG00000023923	3050	2955	2520	2441	2128	2436
ENSMUSG00000084583	0	1	0	0	0	0
ENSMUSG00000023927	1869	1770	1810	1766	1795	1972
ENSMUSG00000078067	0	0	0	0	0	0
ENSMUSG00000035580	0	0	0	0	0	0
ENSMUSG00000073383	0	0	0	0	1	2
ENSMUSG00000067093	0	0	0	0	0	1
ENSMUSG00000023931	4	1	2	2	3	4
ENSMUSG00000017831	3119	2819	2714	2516	2138	2301
ENSMUSG00000044957	7	8	8	8	7	6
ENSMUSG00000000708	1756	1725	1459	1329	888	971
ENSMUSG00000078224	0	1	0	0	1	4
ENSMUSG00000023940	82	73	100	93	64	86
ENSMUSG00000062036	1	1	0	0	0	2
ENSMUSG00000023122	0	0	0	0	1	2
ENSMUSG00000021631	6	11	1	6	8	9
ENSMUSG00000023943	0	1	1	0	0	2
ENSMUSG00000023945	0	3	0	0	1	3
ENSMUSG00000090831	0	0	0	0	0	0
ENSMUSG00000090704	0	0	0	0	0	0
ENSMUSG00000089514	0	0	0	0	0	0
ENSMUSG00000090790	0	0	0	0	0	0
ENSMUSG00000024172	0	1	0	0	4	2
ENSMUSG00000090426	43	50	19	18	22	34
ENSMUSG00000091504	0	1	0	0	0	0
ENSMUSG00000024174	3275	3257	3965	3708	2027	2225
ENSMUSG00000088499	0	0	1	0	0	0
ENSMUSG00000032915	3304	3109	1585	1454	1066	1176
ENSMUSG00000093740	2	0	0	0	0	0
ENSMUSG00000057835	183	166	182	173	118	132
ENSMUSG00000003198	262	228	243	210	192	217
ENSMUSG00000059912	2	2	2	4	0	2
ENSMUSG00000062101	163	146	147	149	143	134
ENSMUSG00000003206	1423	1419	1268	1103	1019	1199
ENSMUSG00000084841	139	131	169	173	84	85
ENSMUSG00000003208	350	359	298	325	268	316
ENSMUSG00000039154	11	9	13	15	9	12
ENSMUSG00000011589	0	8	7	2	7	8
ENSMUSG00000038781	1661	1586	2366	2067	1965	2198
ENSMUSG00000003199	2666	2595	2649	2569	2905	3317
ENSMUSG00000084755	5	7	8	9	8	8
ENSMUSG00000003200	2698	2611	2473	2181	2038	2366
ENSMUSG00000002835	424	439	497	420	362	417
ENSMUSG00000019578	2625	2509	2781	2556	2717	3062
ENSMUSG00000002833	2068	2084	2210	2111	1859	2148
ENSMUSG00000002831	6	5	5	9	9	3
ENSMUSG00000011305	2	3	1	1	1	2
ENSMUSG00000037095	600	587	260	233	323	400
ENSMUSG00000001227	598	580	533	500	385	504
ENSMUSG00000044469	130	108	153	137	129	144
ENSMUSG00000019579	2449	2385	2203	2122	2335	2669
ENSMUSG00000001229	3069	2962	3326	3057	2143	2484
ENSMUSG00000065491	0	0	0	0	0	0
ENSMUSG00000043683	1780	1648	1679	1527	1399	1530
ENSMUSG00000047123	1561	1495	1537	1429	1310	1475
ENSMUSG00000024197	5382	5181	5918	5565	5196	5809
ENSMUSG00000073380	0	0	0	0	1	0
ENSMUSG00000001228	737	714	636	589	631	749
ENSMUSG00000024201	1692	1603	1617	1466	1230	1394
ENSMUSG00000013236	3492	3451	6801	6507	2667	2956
ENSMUSG00000044526	0	0	1	0	0	0
ENSMUSG00000042625	6858	6922	7706	7385	4815	5467
ENSMUSG00000071054	4377	4463	4690	4480	3417	3966
ENSMUSG00000049760	1399	1337	1336	1297	1569	1740
ENSMUSG00000057863	6511	6375	6094	5955	7554	8512
ENSMUSG00000041168	2509	2492	2614	2425	2096	2418
ENSMUSG00000040828	29	24	56	61	25	40
ENSMUSG00000002372	2936	3005	3277	3064	2728	3015
ENSMUSG00000054723	322	281	256	256	287	338
ENSMUSG00000002379	1328	1257	1186	1122	1440	1692
ENSMUSG00000039481	1	7	4	4	7	3
ENSMUSG00000007603	1227	1203	1354	1329	944	1166
ENSMUSG00000090273	8	3	12	16	12	16
ENSMUSG00000024206	22	31	32	26	32	39
ENSMUSG00000024207	1	1	0	0	0	8
ENSMUSG00000024209	54	58	55	80	80	69
ENSMUSG00000024212	1817	1700	2043	1811	1644	1805
ENSMUSG00000045019	11	17	13	13	13	21
ENSMUSG00000002660	711	667	742	629	819	962
ENSMUSG00000002661	325	300	369	341	391	421
ENSMUSG00000002664	8	12	18	14	21	13
ENSMUSG00000002658	2978	2963	2691	2593	2519	2834
ENSMUSG00000007670	4196	4030	4439	4137	3355	3677
ENSMUSG00000011486	1	1	0	0	0	2
ENSMUSG00000091390	0	0	1	0	0	1
ENSMUSG00000046329	141	183	161	135	109	129
ENSMUSG00000044279	5	5	5	2	5	8
ENSMUSG00000002668	2785	2734	2493	2311	1491	1642
ENSMUSG00000062591	65	73	86	81	46	64
ENSMUSG00000079414	135	126	128	129	102	124
ENSMUSG00000035678	157	136	155	153	148	157
ENSMUSG00000019489	25	20	38	47	50	44
ENSMUSG00000005824	256	253	105	99	134	137
ENSMUSG00000024164	38483	38406	15298	14175	9507	10961
ENSMUSG00000005823	4189	4031	3607	3409	3146	3371
ENSMUSG00000019487	1926	1998	2152	2054	1842	2045
ENSMUSG00000034116	8134	7985	6380	6226	5066	5631
ENSMUSG00000004730	31674	29532	15217	13770	15533	17590
ENSMUSG00000090655	0	0	0	0	1	0
ENSMUSG00000084428	0	0	0	0	0	0
ENSMUSG00000038048	0	0	1	0	1	1
ENSMUSG00000071052	6	5	1	1	0	4
ENSMUSG00000077864	0	0	0	0	0	0
ENSMUSG00000046952	0	0	0	0	0	1
ENSMUSG00000024227	2	2	3	1	2	2
ENSMUSG00000086594	0	0	0	0	1	0
ENSMUSG00000024228	88	79	85	87	62	72
ENSMUSG00000077629	0	0	0	0	1	0
ENSMUSG00000077562	0	0	0	0	0	0
ENSMUSG00000064732	0	0	0	0	0	0
ENSMUSG00000089610	0	0	0	0	0	0
ENSMUSG00000093761	0	0	0	0	1	0
ENSMUSG00000064570	0	0	0	0	0	0
ENSMUSG00000048915	0	2	1	0	2	1
ENSMUSG00000090425	0	0	0	0	0	0
ENSMUSG00000023965	1092	1000	1145	985	966	948
ENSMUSG00000089586	0	0	0	0	0	0
ENSMUSG00000088853	3	0	1	0	0	0
ENSMUSG00000090565	2	0	2	2	2	1
ENSMUSG00000091426	0	2	0	2	1	0
ENSMUSG00000093051	0	0	0	0	1	0
ENSMUSG00000045506	2	1	3	1	0	1
ENSMUSG00000000127	298	289	185	157	178	222
ENSMUSG00000024083	2894	2866	2616	2413	1864	2074
ENSMUSG00000080455	0	0	0	0	0	0
ENSMUSG00000092824	0	0	0	0	0	0
ENSMUSG00000073377	0	1	0	0	2	0
ENSMUSG00000024085	8080	7754	4497	4183	3623	3850
ENSMUSG00000091160	13	9	6	7	3	0
ENSMUSG00000024088	0	0	0	0	0	2
ENSMUSG00000077691	0	0	0	0	0	0
ENSMUSG00000045036	0	0	0	1	2	3
ENSMUSG00000092908	0	0	0	0	0	0
ENSMUSG00000024091	5647	5493	4530	4564	4644	5052
ENSMUSG00000050612	0	4	2	4	2	3
ENSMUSG00000056515	5677	5290	4381	3968	3833	4268
ENSMUSG00000061950	3074	2894	3083	2826	2128	2390
ENSMUSG00000024096	4610	4439	4615	4256	3556	4041
ENSMUSG00000024098	1956	1878	1950	1922	1390	1532
ENSMUSG00000034647	2583	2637	2951	2685	1446	1597
ENSMUSG00000024099	2724	2672	2472	2360	2881	3276
ENSMUSG00000065306	4	3	2	5	3	5
ENSMUSG00000024101	2506	2390	2677	2417	2472	2834
ENSMUSG00000035842	314	289	372	304	271	298
ENSMUSG00000073376	0	0	0	0	0	0
ENSMUSG00000052105	11	2	2	0	6	10
ENSMUSG00000093686	0	0	0	0	1	0
ENSMUSG00000023460	2904	2694	2671	2494	2253	2414
ENSMUSG00000024105	0	1	0	0	3	3
ENSMUSG00000033278	30	31	8	11	28	29
ENSMUSG00000093508	0	0	0	0	0	0
ENSMUSG00000087829	0	1	0	0	0	0
ENSMUSG00000073375	1	1	0	0	1	0
ENSMUSG00000032796	4	7	7	2	11	18
ENSMUSG00000024043	796	754	1024	984	832	861
ENSMUSG00000090955	7	8	11	7	4	9
ENSMUSG00000041565	1	0	0	0	2	3
ENSMUSG00000090224	0	0	0	0	0	0
ENSMUSG00000024044	207	226	150	167	170	200
ENSMUSG00000049672	1194	1077	1137	1082	931	999
ENSMUSG00000085144	3	3	2	4	3	5
ENSMUSG00000073374	41	27	23	23	24	32
ENSMUSG00000091636	1	0	0	0	1	3
ENSMUSG00000088581	0	0	0	0	0	1
ENSMUSG00000003279	8	6	3	14	11	19
ENSMUSG00000087105	4	5	4	2	2	4
ENSMUSG00000093622	52	54	60	40	47	59
ENSMUSG00000047407	4392	4237	4450	3959	3354	3832
ENSMUSG00000093514	68	63	59	63	75	54
ENSMUSG00000080468	0	0	1	0	2	0
ENSMUSG00000085299	177	188	183	172	129	133
ENSMUSG00000085916	129	134	147	146	33	43
ENSMUSG00000066983	1	0	0	1	0	0
ENSMUSG00000092828	0	0	0	0	0	0
ENSMUSG00000034868	13829	14122	11708	11093	12167	13562
ENSMUSG00000024048	14799	14575	13885	12870	14171	15493
ENSMUSG00000024049	140	140	120	129	100	108
ENSMUSG00000024052	5386	5129	3984	3705	2912	3047
ENSMUSG00000093154	11	14	5	4	4	7
ENSMUSG00000024053	11096	10774	7265	6746	6634	7546
ENSMUSG00000024054	5348	5250	5917	5536	2990	3346
ENSMUSG00000091831	13	13	16	11	9	14
ENSMUSG00000024056	231	233	278	321	214	238
ENSMUSG00000089105	0	0	2	0	0	0
ENSMUSG00000079356	1	1	0	1	1	1
ENSMUSG00000052525	29	23	20	12	13	9
ENSMUSG00000085492	117	140	94	89	91	116
ENSMUSG00000041057	1679	1596	1340	1310	1108	1270
ENSMUSG00000093289	0	0	0	1	0	0
ENSMUSG00000092887	25	18	23	22	16	18
ENSMUSG00000092713	5	2	4	5	1	1
ENSMUSG00000045761	13	15	8	9	19	25
ENSMUSG00000089779	0	0	0	0	0	0
ENSMUSG00000044375	2	1	0	1	7	8
ENSMUSG00000024059	2	3	1	1	5	5
ENSMUSG00000055471	7	3	1	0	2	5
ENSMUSG00000089487	0	0	0	0	0	0
ENSMUSG00000039770	4060	3968	3378	3186	3416	3885
ENSMUSG00000024063	2435	2404	1419	1353	1598	1834
ENSMUSG00000070145	0	0	0	0	0	0
ENSMUSG00000054469	815	705	753	702	546	599
ENSMUSG00000081492	5	6	5	4	3	2
ENSMUSG00000088224	0	2	1	2	1	0
ENSMUSG00000043705	3	5	3	2	3	5
ENSMUSG00000024064	8	6	4	13	11	11
ENSMUSG00000090168	1	0	0	0	1	0
ENSMUSG00000024065	46	44	11	16	33	33
ENSMUSG00000024066	15003	14936	6616	6349	4977	5575
ENSMUSG00000088060	0	0	0	0	0	0
ENSMUSG00000038541	0	1	0	1	2	2
ENSMUSG00000058704	955	909	953	890	928	1029
ENSMUSG00000024067	752	762	721	674	786	826
ENSMUSG00000024068	1707	1579	1647	1459	1241	1376
ENSMUSG00000024069	543	487	512	502	405	474
ENSMUSG00000039193	981	949	795	767	416	482
ENSMUSG00000090507	0	1	1	2	1	1
ENSMUSG00000024072	1815	1652	1605	1508	1409	1539
ENSMUSG00000024073	8670	8762	8222	7811	3536	3971
ENSMUSG00000086865	2	3	6	5	2	1
ENSMUSG00000080632	0	0	0	1	0	0
ENSMUSG00000024078	309	331	299	302	290	321
ENSMUSG00000001870	107	117	82	78	99	126
ENSMUSG00000084025	0	0	0	0	0	0
ENSMUSG00000071042	70	90	108	105	78	86
ENSMUSG00000002017	717	701	714	706	596	617
ENSMUSG00000077299	0	0	0	0	0	0
ENSMUSG00000065293	0	0	0	0	0	0
ENSMUSG00000066958	0	0	0	0	0	0
ENSMUSG00000091058	9	7	4	10	1	7
ENSMUSG00000037064	0	0	0	0	0	0
ENSMUSG00000024074	85	90	66	75	66	73
ENSMUSG00000092979	0	0	0	0	0	0
ENSMUSG00000056121	1776	1696	1150	1091	1121	1321
ENSMUSG00000061062	47	61	39	34	35	38
ENSMUSG00000024076	1	3	0	0	3	2
ENSMUSG00000087959	0	0	0	0	1	0
ENSMUSG00000024077	2930	2812	2768	2710	1721	1799
ENSMUSG00000073113	72	72	97	61	86	65
ENSMUSG00000039414	1810	1808	1568	1421	912	1028
ENSMUSG00000050668	785	786	748	768	654	793
ENSMUSG00000091549	1594	1666	572	557	593	653
ENSMUSG00000024079	5693	5737	1442	1499	1257	1354
ENSMUSG00000064770	25	29	3	1	6	5
ENSMUSG00000085149	215	189	55	65	82	78
ENSMUSG00000038045	121	95	20	28	30	31
ENSMUSG00000062691	198	154	182	156	224	197
ENSMUSG00000024081	1159	1088	1059	1004	839	957
ENSMUSG00000024082	263	298	299	286	242	325
ENSMUSG00000024070	2006	2039	2129	1949	1254	1383
ENSMUSG00000024084	455	411	842	713	419	473
ENSMUSG00000036533	1656	1597	1171	1134	1438	1506
ENSMUSG00000091839	13	13	13	17	12	21
ENSMUSG00000036368	131	118	116	140	116	107
ENSMUSG00000066944	1	2	1	3	0	0
ENSMUSG00000024087	1889	1819	1741	1679	1606	1797
ENSMUSG00000059811	1244	1123	1273	1197	847	986
ENSMUSG00000024095	3858	3668	3351	3289	2348	2692
ENSMUSG00000088183	2	4	3	1	6	3
ENSMUSG00000088276	0	0	0	0	0	0
ENSMUSG00000035473	1508	1405	1771	1512	1251	1317
ENSMUSG00000088453	0	0	0	0	0	0
ENSMUSG00000024097	3335	3091	3144	2923	2949	3416
ENSMUSG00000046196	0	0	0	0	2	2
ENSMUSG00000055760	92	100	95	102	112	123
ENSMUSG00000035051	2266	2071	2823	2608	1721	1958
ENSMUSG00000045257	83	84	52	49	82	89
ENSMUSG00000054901	12	11	15	13	7	13
ENSMUSG00000066938	0	0	0	0	0	0
ENSMUSG00000024241	1289	1270	1213	1124	705	757
ENSMUSG00000033966	28	13	21	12	12	12
ENSMUSG00000024242	1901	1873	1926	1880	1044	1130
ENSMUSG00000054957	1	4	6	2	1	2
ENSMUSG00000071040	0	0	0	0	0	0
ENSMUSG00000024245	24	28	29	38	13	25
ENSMUSG00000024246	167	169	156	120	138	162
ENSMUSG00000054640	2248	2294	1521	1440	835	815
ENSMUSG00000079333	4	0	1	3	0	0
ENSMUSG00000093640	0	0	0	0	0	0
ENSMUSG00000088817	0	0	0	0	1	0
ENSMUSG00000092910	0	0	0	0	0	0
ENSMUSG00000073371	1	0	0	0	0	0
ENSMUSG00000024247	2144	2070	2275	2099	2369	2671
ENSMUSG00000088410	4	2	2	1	3	3
ENSMUSG00000061242	1	2	1	1	1	1
ENSMUSG00000032624	1755	1733	1449	1320	1089	1196
ENSMUSG00000024248	8847	8545	8501	7889	8750	9808
ENSMUSG00000045053	15	14	8	5	8	4
ENSMUSG00000055817	2077	2115	2030	1897	1628	1816
ENSMUSG00000000673	878	862	1425	1263	1149	1276
ENSMUSG00000086880	37	35	81	59	44	49
ENSMUSG00000088193	0	0	0	0	0	0
ENSMUSG00000045817	14679	14788	12148	11917	9697	10796
ENSMUSG00000024251	714	694	626	591	429	463
ENSMUSG00000065732	0	0	0	0	0	0
ENSMUSG00000065156	2	0	0	1	0	0
ENSMUSG00000040852	21	12	8	8	17	23
ENSMUSG00000065319	0	0	0	0	0	1
ENSMUSG00000024253	125	110	65	65	61	125
ENSMUSG00000040505	4	2	1	0	1	1
ENSMUSG00000024254	0	0	2	2	4	2
ENSMUSG00000024120	2048	1989	1922	1817	1761	1836
ENSMUSG00000087023	11	12	12	12	9	14
ENSMUSG00000061130	2218	2185	2384	2347	1817	1983
ENSMUSG00000024131	15	6	15	15	12	9
ENSMUSG00000024127	801	818	789	716	562	631
ENSMUSG00000071037	100	90	125	107	81	89
ENSMUSG00000093460	0	0	0	0	0	0
ENSMUSG00000056364	0	0	0	0	0	0
ENSMUSG00000038805	0	0	1	0	0	1
ENSMUSG00000093450	0	0	0	0	0	0
ENSMUSG00000024134	0	0	0	0	0	1
ENSMUSG00000024135	548	551	465	450	422	417
ENSMUSG00000045038	346	296	182	173	127	150
ENSMUSG00000071036	1	0	0	1	0	0
ENSMUSG00000087710	0	0	0	0	0	0
ENSMUSG00000024140	373	365	291	298	357	384
ENSMUSG00000037689	1	0	1	0	1	0
ENSMUSG00000053375	0	0	0	0	0	0
ENSMUSG00000024143	2457	2230	2315	2094	1497	1721
ENSMUSG00000024145	168	176	160	151	138	125
ENSMUSG00000024146	1832	1769	1537	1424	1589	1738
ENSMUSG00000087736	0	0	0	0	0	0
ENSMUSG00000071035	1	4	2	7	5	4
ENSMUSG00000037104	864	796	775	706	608	723
ENSMUSG00000080546	0	0	0	0	0	0
ENSMUSG00000024150	5715	5618	4758	4416	4863	5391
ENSMUSG00000085287	158	142	147	131	75	104
ENSMUSG00000036918	6517	6122	5349	4944	4459	5229
ENSMUSG00000089701	2	1	3	1	1	0
ENSMUSG00000089755	1	1	1	1	2	0
ENSMUSG00000036557	0	0	0	1	0	0
ENSMUSG00000036438	16840	17050	14831	13897	16018	17959
ENSMUSG00000089427	0	0	0	0	0	0
ENSMUSG00000045394	250	230	100	91	339	333
ENSMUSG00000024151	653	580	691	577	696	789
ENSMUSG00000050138	4	8	3	8	10	12
ENSMUSG00000005370	1100	1089	1186	1143	948	1099
ENSMUSG00000005371	4448	4301	5041	4650	3330	3699
ENSMUSG00000058869	1	2	3	5	6	4
ENSMUSG00000091319	1	0	1	0	0	1
ENSMUSG00000088791	0	0	0	0	0	0
ENSMUSG00000075980	0	0	0	0	0	0
ENSMUSG00000034998	3600	3345	4059	3831	2420	2697
ENSMUSG00000088869	2	2	1	4	2	0
ENSMUSG00000034709	3508	3368	2844	2645	2358	2560
ENSMUSG00000033855	84	77	113	116	85	84
ENSMUSG00000024154	2	3	0	0	1	6
ENSMUSG00000024107	1	0	1	1	1	1
ENSMUSG00000032937	1	1	0	0	1	2
ENSMUSG00000066878	0	0	0	0	0	0
ENSMUSG00000024109	8	11	11	8	8	8
ENSMUSG00000092706	0	0	0	0	0	0
ENSMUSG00000073367	0	0	0	0	0	0
ENSMUSG00000093716	2	0	0	0	0	0
ENSMUSG00000092549	0	1	0	0	0	2
ENSMUSG00000090160	0	0	0	0	0	0
ENSMUSG00000071033	0	0	0	0	0	0
ENSMUSG00000043346	0	0	0	0	0	1
ENSMUSG00000087425	0	0	0	0	0	0
ENSMUSG00000081412	0	0	0	0	0	0
ENSMUSG00000087942	0	0	0	0	0	0
ENSMUSG00000083433	2	0	0	0	0	0
ENSMUSG00000024256	0	0	0	0	1	0
ENSMUSG00000075764	0	0	0	0	0	0
ENSMUSG00000077433	0	0	0	0	0	0
ENSMUSG00000055660	303	331	319	259	198	241
ENSMUSG00000066057	23	28	49	39	21	27
ENSMUSG00000088591	4	3	1	2	0	1
ENSMUSG00000073366	3	2	4	2	2	3
ENSMUSG00000065658	0	0	0	1	0	0
ENSMUSG00000090699	0	0	0	0	1	0
