	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1229.ENSMUSG00000091107	chr11	13466601	13468599	1999	*	65	1229	ENSMUSG00000091107	12548080	12548279	+	downstream	919520	918322	NearestLocation
X1230.ENSMUSG00000091107	chr11	13492001	13492399	399	*	35	1230	ENSMUSG00000091107	12548080	12548279	+	downstream	944120	943722	NearestLocation
X1231.ENSMUSG00000091107	chr11	13864401	13865399	999	*	28	1231	ENSMUSG00000091107	12548080	12548279	+	downstream	1316820	1316122	NearestLocation
X1232.ENSMUSG00000048834	chr11	16143401	16144599	1199	*	46	1232	ENSMUSG00000048834	16157727	16158089	+	upstream	-13727	13128	NearestLocation
X1233.ENSMUSG00000078974	chr11	16407401	16408199	799	*	46	1233	ENSMUSG00000078974	16408107	16408487	-	overlapEnd	687	92	NearestLocation
X1234.ENSMUSG00000078970	chr11	17110001	17111999	1999	*	55	1234	ENSMUSG00000078970	17111426	17111459	+	includeFeature	-426	540	NearestLocation
X1234.ENSMUSG00000020116	chr11	17110001	17111999	1999	*	55	1234	ENSMUSG00000020116	17111316	17111571	-	includeFeature	571	428	NearestLocation
X1235.ENSMUSG00000000581	chr11	17157201	17158399	1199	*	40	1235	ENSMUSG00000000581	17157597	17157661	+	includeFeature	203	396	NearestLocation
X1236.ENSMUSG00000045671	chr11	19823601	19824999	1399	*	44	1236	ENSMUSG00000045671	19824378	19824959	+	includeFeature	-78	40	NearestLocation
X1237.ENSMUSG00000049800	chr11	20483001	20487199	4199	*	90	1237	ENSMUSG00000049800	20443337	20443763	+	downstream	41763	39238	NearestLocation
X1238.ENSMUSG00000049659	chr11	20546601	20548199	1599	*	37	1238	ENSMUSG00000049659	20625688	20627145	-	downstream	79745	77489	NearestLocation
X1239.ENSMUSG00000049659	chr11	20554601	20556799	2199	*	42	1239	ENSMUSG00000049659	20625688	20627145	-	downstream	71445	68889	NearestLocation
X1240.ENSMUSG00000042363	chr11	20856001	20856799	799	*	60	1240	ENSMUSG00000042363	20730977	20731059	-	upstream	-125341	124942	NearestLocation
X1241.ENSMUSG00000020134	chr11	20875801	20876999	1199	*	51	1241	ENSMUSG00000020134	20991294	20991681	+	upstream	-114894	114295	NearestLocation
X1242.ENSMUSG00000020134	chr11	21064401	21065399	999	*	31	1242	ENSMUSG00000020134	20991294	20991681	+	downstream	73606	72720	NearestLocation
X1243.ENSMUSG00000020128	chr11	21137401	21138799	1399	*	50	1243	ENSMUSG00000020128	21138892	21139374	+	upstream	-792	93	NearestLocation
X1244.ENSMUSG00000042302	chr11	22182801	22183799	999	*	47	1244	ENSMUSG00000042302	22185491	22185841	-	downstream	2541	1692	NearestLocation
X1245.ENSMUSG00000049904	chr11	22352001	22352999	999	*	29	1245	ENSMUSG00000049904	22412091	22412586	+	upstream	-59591	59092	NearestLocation
X1246.ENSMUSG00000049904	chr11	22492001	22493399	1399	*	53	1246	ENSMUSG00000049904	22412091	22412586	+	downstream	80609	79415	NearestLocation
X1247.ENSMUSG00000049904	chr11	22509001	22511799	2799	*	68	1247	ENSMUSG00000049904	22412091	22412586	+	downstream	98309	96415	NearestLocation
X1248.ENSMUSG00000051650	chr11	22609401	22609799	399	*	22	1248	ENSMUSG00000051650	22759494	22760101	-	downstream	150501	149695	NearestLocation
X1249.ENSMUSG00000051650	chr11	22759001	22759399	399	*	26	1249	ENSMUSG00000051650	22759494	22760101	-	downstream	901	95	NearestLocation
X1250.ENSMUSG00000044068	chr11	22873201	22875599	2399	*	78	1250	ENSMUSG00000044068	22873215	22876498	+	overlapStart	1185	14	NearestLocation
X1251.ENSMUSG00000020290	chr11	23155801	23157599	1799	*	132	1251	ENSMUSG00000020290	23156041	23156162	+	includeFeature	659	240	NearestLocation
X1252.ENSMUSG00000020286	chr11	23408801	23410999	2199	*	57	1252	ENSMUSG00000020286	23419498	23419942	-	downstream	10042	8499	NearestLocation
X1253.ENSMUSG00000042208	chr11	23486001	23487199	1199	*	40	1253	ENSMUSG00000042208	23533493	23533549	-	downstream	46949	46294	NearestLocation
X1254.ENSMUSG00000042208	chr11	23490601	23491999	1399	*	126	1254	ENSMUSG00000042208	23533493	23533549	-	downstream	42249	41494	NearestLocation
X1255.ENSMUSG00000000861	chr11	24189601	24190199	599	*	35	1255	ENSMUSG00000000861	23978056	23978445	+	downstream	211844	211156	NearestLocation
X1256.ENSMUSG00000032985	chr11	25852601	25853199	599	*	26	1256	ENSMUSG00000032985	25670474	25670570	-	upstream	-182330	182031	NearestLocation
X1257.ENSMUSG00000020463	chr11	29072401	29073799	1399	*	44	1257	ENSMUSG00000020463	29113624	29113796	+	upstream	-40524	39825	NearestLocation
X1258.ENSMUSG00000020460	chr11	29447201	29449199	1999	*	45	1258	ENSMUSG00000020460	29447681	29447860	-	includeFeature	-340	480	NearestLocation
X1258.ENSMUSG00000020461	chr11	29447201	29449199	1999	*	45	1258	ENSMUSG00000020461	29447950	29448140	+	includeFeature	250	749	NearestLocation
X1259.ENSMUSG00000078157	chr11	29717001	29719399	2399	*	60	1259	ENSMUSG00000078157	29722395	29725668	-	downstream	7468	2996	NearestLocation
X1260.ENSMUSG00000020315	chr11	30240201	30240799	599	*	27	1260	ENSMUSG00000020315	30167948	30168169	-	upstream	-72331	72032	NearestLocation
X1261.ENSMUSG00000020311	chr11	30837801	30838199	399	*	23	1261	ENSMUSG00000020311	30848300	30848469	-	downstream	10469	10101	NearestLocation
X1262.ENSMUSG00000020305	chr11	30853201	30855399	2199	*	45	1262	ENSMUSG00000020305	30854406	30854569	+	includeFeature	-106	830	NearestLocation
X1263.ENSMUSG00000020303	chr11	31269801	31271399	1599	*	95	1263	ENSMUSG00000020303	31269712	31270074	-	overlapStart	-526	89	NearestLocation
X1264.ENSMUSG00000020303	chr11	31308201	31310399	2199	*	49	1264	ENSMUSG00000020303	31269712	31270074	-	upstream	-39226	38127	NearestLocation
X1265.ENSMUSG00000020297	chr11	31906601	31909399	2799	*	63	1265	ENSMUSG00000020297	31900463	31900596	+	downstream	7537	6005	NearestLocation
X1266.ENSMUSG00000020297	chr11	31950201	31952399	2199	*	49	1266	ENSMUSG00000020297	31900463	31900596	+	downstream	50837	49605	NearestLocation
X1267.ENSMUSG00000020297	chr11	31996801	31997999	1199	*	33	1267	ENSMUSG00000020297	31900463	31900596	+	downstream	96937	96205	NearestLocation
X1268.ENSMUSG00000020279	chr11	32012801	32014599	1799	*	61	1268	ENSMUSG00000020279	32100191	32100279	-	downstream	86579	85592	NearestLocation
X1269.ENSMUSG00000044949	chr11	32354001	32355399	1399	*	33	1269	ENSMUSG00000044949	32355370	32355546	+	overlapStart	-670	29	NearestLocation
X1270.ENSMUSG00000040594	chr11	33373201	33373999	799	*	24	1270	ENSMUSG00000040594	33413602	33413642	-	downstream	40042	39603	NearestLocation
X1271.ENSMUSG00000053519	chr11	33691401	33692399	999	*	29	1271	ENSMUSG00000053519	33743130	33743461	-	downstream	51561	50731	NearestLocation
X1272.ENSMUSG00000053519	chr11	33713401	33714399	999	*	36	1272	ENSMUSG00000053519	33743130	33743461	-	downstream	29561	28731	NearestLocation
X1273.ENSMUSG00000053519	chr11	33737201	33739799	2599	*	59	1273	ENSMUSG00000053519	33743130	33743461	-	downstream	4961	3331	NearestLocation
X1274.ENSMUSG00000056427	chr11	34889201	34890199	999	*	28	1274	ENSMUSG00000056427	34934726	34935213	+	upstream	-45026	44527	NearestLocation
X1275.ENSMUSG00000056427	chr11	34974401	34976999	2599	*	86	1275	ENSMUSG00000056427	34934726	34935213	+	downstream	40974	39188	NearestLocation
X1276.ENSMUSG00000018849	chr11	36176201	36177199	999	*	47	1276	ENSMUSG00000018849	35793473	35794029	-	upstream	-382671	382172	NearestLocation
X1277.ENSMUSG00000018849	chr11	36320601	36322599	1999	*	49	1277	ENSMUSG00000018849	35793473	35794029	-	upstream	-527571	526572	NearestLocation
X1278.ENSMUSG00000049336	chr11	38554201	38555599	1399	*	47	1278	ENSMUSG00000049336	37049339	37049384	-	upstream	-1505516	1504817	NearestLocation
X1279.ENSMUSG00000042032	chr11	39147801	39148199	399	*	23	1279	ENSMUSG00000042032	40505980	40506123	-	downstream	1358123	1357781	NearestLocation
X1280.ENSMUSG00000020326	chr11	40816401	40817199	799	*	27	1280	ENSMUSG00000020326	40568503	40568813	-	upstream	-247987	247588	NearestLocation
X1281.ENSMUSG00000020326	chr11	40940001	40941199	1199	*	33	1281	ENSMUSG00000020326	40568503	40568813	-	upstream	-371787	371188	NearestLocation
X1282.ENSMUSG00000004296	chr11	44205401	44205799	399	*	27	1282	ENSMUSG00000004296	44213565	44213726	+	upstream	-7965	7766	NearestLocation
X1283.ENSMUSG00000004296	chr11	44232801	44233999	1199	*	35	1283	ENSMUSG00000004296	44213565	44213726	+	downstream	19835	19075	NearestLocation
X1284.ENSMUSG00000057098	chr11	44773201	44776599	3399	*	53	1284	ENSMUSG00000057098	44430819	44431814	+	downstream	344081	341387	NearestLocation
X1285.ENSMUSG00000006169	chr11	45685401	45687799	2399	*	59	1285	ENSMUSG00000006169	45665507	45665541	+	downstream	21093	19860	NearestLocation
X1286.ENSMUSG00000055546	chr11	46883401	46884799	1399	*	32	1286	ENSMUSG00000055546	46624302	46624371	+	downstream	259798	259030	NearestLocation
X1287.ENSMUSG00000020372	chr11	48316601	48317999	1399	*	48	1287	ENSMUSG00000020372	48613862	48614074	+	upstream	-296562	295863	NearestLocation
X1288.ENSMUSG00000040365	chr11	48628601	48631199	2599	*	89	1288	ENSMUSG00000040365	48629345	48630855	-	includeFeature	955	344	NearestLocation
X1289.ENSMUSG00000046879	chr11	48694401	48695199	799	*	60	1289	ENSMUSG00000046879	48684596	48684876	-	upstream	-9924	9525	NearestLocation
X1290.ENSMUSG00000048378	chr11	48977001	48978199	1199	*	33	1290	ENSMUSG00000048378	48973518	48974456	+	downstream	4082	2545	NearestLocation
X1291.ENSMUSG00000048378	chr11	48980601	48981199	599	*	26	1291	ENSMUSG00000048378	48973518	48974456	+	downstream	7382	6145	NearestLocation
X1292.ENSMUSG00000046311	chr11	49014401	49018999	4599	*	181	1292	ENSMUSG00000046311	49016794	49017040	+	includeFeature	-94	1959	NearestLocation
X1293.ENSMUSG00000059864	chr11	49075601	49077799	2199	*	63	1293	ENSMUSG00000059864	49093652	49094587	+	upstream	-16952	15853	NearestLocation
X1294.ENSMUSG00000020357	chr11	49448001	49449599	1599	*	34	1294	ENSMUSG00000020357	49422765	49423329	+	downstream	26035	24672	NearestLocation
X1295.ENSMUSG00000020362	chr11	49525801	49526799	999	*	48	1295	ENSMUSG00000020362	49525856	49526225	-	includeFeature	-75	55	NearestLocation
X1296.ENSMUSG00000020376	chr11	49804601	49806599	1999	*	47	1296	ENSMUSG00000020376	49838848	49839149	+	upstream	-33248	32249	NearestLocation
X1297.ENSMUSG00000015837	chr11	50024601	50025999	1399	*	79	1297	ENSMUSG00000015837	50024055	50024293	-	upstream	-1007	308	NearestLocation
X1298.ENSMUSG00000050567	chr11	50109201	50111199	1999	*	43	1298	ENSMUSG00000050567	50105228	50105813	-	upstream	-4387	3388	NearestLocation
X1299.ENSMUSG00000020368	chr11	50138801	50139199	399	*	28	1299	ENSMUSG00000020368	50138995	50139175	-	includeFeature	175	24	NearestLocation
X1300.ENSMUSG00000020375	chr11	50255401	50256399	999	*	41	1300	ENSMUSG00000020375	50244286	50244627	-	upstream	-11273	10774	NearestLocation
X1301.ENSMUSG00000036545	chr11	50351201	50352599	1399	*	41	1301	ENSMUSG00000036545	50415586	50415801	+	upstream	-63686	62987	NearestLocation
X1302.ENSMUSG00000036545	chr11	50441001	50441599	599	*	27	1302	ENSMUSG00000036545	50415586	50415801	+	downstream	25714	25200	NearestLocation
X1303.ENSMUSG00000036545	chr11	50516601	50517799	1199	*	45	1303	ENSMUSG00000036545	50415586	50415801	+	downstream	101614	100800	NearestLocation
X1304.ENSMUSG00000044807	chr11	50550601	50551999	1399	*	40	1304	ENSMUSG00000044807	50641081	50641192	-	downstream	89892	89082	NearestLocation
X1305.ENSMUSG00000044807	chr11	50562801	50563199	399	*	23	1305	ENSMUSG00000044807	50641081	50641192	-	downstream	78192	77882	NearestLocation
X1306.ENSMUSG00000007777	chr11	51499801	51505199	5399	*	163	1306	ENSMUSG00000007777	51502050	51502155	-	includeFeature	-345	2249	NearestLocation
X1307.ENSMUSG00000036275	chr11	52197801	52199799	1999	*	67	1307	ENSMUSG00000036275	52209930	52210105	+	upstream	-11130	10131	NearestLocation
X1308.ENSMUSG00000036275	chr11	52209201	52214999	5799	*	156	1308	ENSMUSG00000036275	52209930	52210105	+	includeFeature	2170	729	NearestLocation
X1309.ENSMUSG00000036275	chr11	52275401	52276599	1199	*	33	1309	ENSMUSG00000036275	52209930	52210105	+	downstream	66070	65296	NearestLocation
X1310.ENSMUSG00000036275	chr11	52355801	52356399	599	*	27	1310	ENSMUSG00000036275	52209930	52210105	+	downstream	146170	145696	NearestLocation
X1311.ENSMUSG00000036275	chr11	52369001	52370199	1199	*	62	1311	ENSMUSG00000036275	52209930	52210105	+	downstream	159670	158896	NearestLocation
X1312.ENSMUSG00000036264	chr11	52457801	52460599	2799	*	61	1312	ENSMUSG00000036264	52578136	52578384	+	upstream	-118936	117537	NearestLocation
X1313.ENSMUSG00000036264	chr11	52633201	52634799	1599	*	45	1313	ENSMUSG00000036264	52578136	52578384	+	downstream	55864	54817	NearestLocation
X1314.ENSMUSG00000036264	chr11	52647401	52648599	1199	*	38	1314	ENSMUSG00000036264	52578136	52578384	+	downstream	69864	69017	NearestLocation
X1315.ENSMUSG00000020361	chr11	52887001	52887399	399	*	22	1315	ENSMUSG00000020361	53113562	53113959	-	downstream	226759	226163	NearestLocation
X1316.ENSMUSG00000049470	chr11	53164401	53166999	2599	*	70	1316	ENSMUSG00000049470	53164335	53164631	+	overlapEnd	1365	66	NearestLocation
X1317.ENSMUSG00000020268	chr11	54673601	54674599	999	*	50	1317	ENSMUSG00000020268	54674054	54674418	-	includeFeature	318	181	NearestLocation
X1318.ENSMUSG00000020400	chr11	54805201	54809199	3999	*	108	1318	ENSMUSG00000020400	54776335	54776418	-	upstream	-30782	28783	NearestLocation
X1319.ENSMUSG00000020261	chr11	55071401	55072799	1399	*	52	1319	ENSMUSG00000020261	55017852	55017990	+	downstream	54248	53411	NearestLocation
X1320.ENSMUSG00000055333	chr11	55181801	55182599	799	*	42	1320	ENSMUSG00000055333	55149963	55150066	-	upstream	-32134	31735	NearestLocation
X1321.ENSMUSG00000018593	chr11	55229001	55234999	5999	*	201	1321	ENSMUSG00000018593	55233290	55233400	-	includeFeature	1400	1599	NearestLocation
X1322.ENSMUSG00000018583	chr11	55281001	55281799	799	*	39	1322	ENSMUSG00000018583	55283187	55283303	+	upstream	-1787	1388	NearestLocation
X1323.ENSMUSG00000037393	chr11	56195801	56196999	1199	*	56	1323	ENSMUSG00000037393	55853684	55854512	-	upstream	-341888	341289	NearestLocation
X1324.ENSMUSG00000020524	chr11	56513801	56514199	399	*	23	1324	ENSMUSG00000020524	56824889	56824995	+	upstream	-310889	310690	NearestLocation
X1325.ENSMUSG00000020524	chr11	56944001	56946199	2199	*	68	1325	ENSMUSG00000020524	56824889	56824995	+	downstream	120211	119006	NearestLocation
X1326.ENSMUSG00000020523	chr11	57211801	57211999	199	*	17	1326	ENSMUSG00000020523	57332075	57332146	-	downstream	120246	120076	NearestLocation
X1327.ENSMUSG00000020523	chr11	57325801	57326399	599	*	24	1327	ENSMUSG00000020523	57332075	57332146	-	downstream	6046	5676	NearestLocation
X1328.ENSMUSG00000020520	chr11	57458601	57458999	399	*	22	1328	ENSMUSG00000020520	57458944	57459219	+	overlapStart	-144	55	NearestLocation
X1329.ENSMUSG00000037243	chr11	58125601	58127199	1599	*	62	1329	ENSMUSG00000037243	58120571	58120758	+	downstream	5829	4843	NearestLocation
X1330.ENSMUSG00000053218	chr11	58142201	58146599	4399	*	122	1330	ENSMUSG00000053218	58141223	58143841	-	overlapStart	-559	978	NearestLocation
X1330.ENSMUSG00000013646	chr11	58142201	58146599	4399	*	122	1330	ENSMUSG00000013646	58144226	58144294	+	includeFeature	174	2025	NearestLocation
X1331.ENSMUSG00000013646	chr11	58159001	58160199	1199	*	36	1331	ENSMUSG00000013646	58144226	58144294	+	downstream	15374	14707	NearestLocation
X1332.ENSMUSG00000043314	chr11	58280601	58281999	1399	*	76	1332	ENSMUSG00000043314	58268417	58269482	-	upstream	-11818	11119	NearestLocation
X1333.ENSMUSG00000037145	chr11	58424601	58425199	599	*	56	1333	ENSMUSG00000037145	58429437	58429577	-	downstream	4677	4238	NearestLocation
X1334.ENSMUSG00000020496	chr11	58750601	58751999	1399	*	33	1334	ENSMUSG00000020496	58751897	58752418	-	overlapEnd	1118	102	NearestLocation
X1335.ENSMUSG00000049291	chr11	59163601	59165199	1599	*	62	1335	ENSMUSG00000049291	59188997	59189159	-	downstream	24759	23798	NearestLocation
X1336.ENSMUSG00000020472	chr11	59315201	59315799	599	*	32	1336	ENSMUSG00000020472	59319666	59320146	-	downstream	4646	3867	NearestLocation
X1337.ENSMUSG00000062115	chr11	59919001	59921399	2399	*	59	1337	ENSMUSG00000062115	59918515	59918896	+	downstream	1685	105	NearestLocation
X1338.ENSMUSG00000062115	chr11	59937201	59941399	4199	*	109	1338	ENSMUSG00000062115	59918515	59918896	+	downstream	20785	18305	NearestLocation
X1339.ENSMUSG00000062115	chr11	59952001	59954999	2999	*	103	1339	ENSMUSG00000062115	59918515	59918896	+	downstream	34985	33105	NearestLocation
X1340.ENSMUSG00000042709	chr11	60228401	60232199	3799	*	126	1340	ENSMUSG00000042709	60230253	60230520	-	includeFeature	220	1679	NearestLocation
X1340.ENSMUSG00000018415	chr11	60228401	60232199	3799	*	126	1340	ENSMUSG00000018415	60230647	60231346	+	includeFeature	-347	853	NearestLocation
X1341.ENSMUSG00000042650	chr11	60349001	60351199	2199	*	85	1341	ENSMUSG00000042650	60351480	60352697	+	upstream	-1380	281	NearestLocation
X1342.ENSMUSG00000020536	chr11	60520801	60522799	1999	*	43	1342	ENSMUSG00000020536	60513225	60513443	+	downstream	8575	7358	NearestLocation
X1343.ENSMUSG00000002814	chr11	60590601	60590999	399	*	25	1343	ENSMUSG00000002814	60590424	60590867	-	overlapStart	67	132	NearestLocation
X1343.ENSMUSG00000049323	chr11	60590601	60590999	399	*	25	1343	ENSMUSG00000049323	60591027	60594569	+	upstream	-227	28	Overlapping
X1344.ENSMUSG00000020534	chr11	60620001	60623599	3599	*	88	1344	ENSMUSG00000020534	60620448	60620523	-	includeFeature	-1277	447	NearestLocation
X1345.ENSMUSG00000043284	chr11	60686401	60688399	1999	*	56	1345	ENSMUSG00000043284	60692215	60692774	-	downstream	5374	3816	NearestLocation
X1346.ENSMUSG00000042506	chr11	60987601	60988399	799	*	46	1346	ENSMUSG00000042506	60981762	60981777	-	upstream	-6223	5824	NearestLocation
X1347.ENSMUSG00000019102	chr11	61040801	61043399	2599	*	47	1347	ENSMUSG00000019102	61021039	61021127	+	downstream	21061	19674	NearestLocation
X1348.ENSMUSG00000001036	chr11	61355001	61357599	2599	*	56	1348	ENSMUSG00000001036	61393069	61393171	-	downstream	36871	35470	NearestLocation
X1349.ENSMUSG00000042377	chr11	61486001	61486999	999	*	29	1349	ENSMUSG00000042377	61497921	61498557	+	upstream	-11421	10922	NearestLocation
X1350.ENSMUSG00000018501	chr11	62243601	62244799	1199	*	65	1350	ENSMUSG00000018501	62270650	62270834	-	downstream	26634	25851	NearestLocation
X1351.ENSMUSG00000019505	chr11	62363801	62365599	1799	*	46	1351	ENSMUSG00000019505	62364673	62365097	+	includeFeature	27	502	NearestLocation
X1352.ENSMUSG00000018217	chr11	62970001	62970199	199	*	19	1352	ENSMUSG00000018217	62942484	62942652	+	downstream	27616	27349	NearestLocation
X1353.ENSMUSG00000018217	chr11	63044401	63045999	1599	*	43	1353	ENSMUSG00000018217	62942484	62942652	+	downstream	102716	101749	NearestLocation
X1354.ENSMUSG00000020905	chr11	67726601	67728799	2199	*	53	1354	ENSMUSG00000020905	67735047	67735655	-	downstream	7955	6248	NearestLocation
X1355.ENSMUSG00000046207	chr11	68340401	68342199	1799	*	38	1355	ENSMUSG00000046207	68316521	68316749	+	downstream	24779	23652	NearestLocation
X1356.ENSMUSG00000060938	chr11	68711601	68716199	4599	*	106	1356	ENSMUSG00000060938	68715085	68715126	+	includeFeature	-1185	1073	NearestLocation
X1357.ENSMUSG00000020898	chr11	68829601	68830599	999	*	36	1357	ENSMUSG00000020898	68829588	68829667	+	overlapEnd	512	13	NearestLocation
X1358.ENSMUSG00000032782	chr11	69137001	69138199	1199	*	41	1358	ENSMUSG00000032782	69136192	69137277	-	overlapStart	-323	276	NearestLocation
X1358.ENSMUSG00000049299	chr11	69137001	69138199	1199	*	41	1358	ENSMUSG00000049299	69137482	69137568	+	includeFeature	118	481	NearestLocation
X1359.ENSMUSG00000018476	chr11	69222601	69223399	799	*	30	1359	ENSMUSG00000018476	69227035	69227177	-	downstream	4177	3636	NearestLocation
X1360.ENSMUSG00000018476	chr11	69228001	69230399	2399	*	73	1360	ENSMUSG00000018476	69227035	69227177	-	upstream	-2023	824	NearestLocation
X1361.ENSMUSG00000041329	chr11	69413201	69414599	1399	*	58	1361	ENSMUSG00000041329	69418763	69419331	-	downstream	5431	4164	NearestLocation
