	seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1294.ENSMUSG00000074637	chr3	34555924	34556453	530	*	1294	ENSMUSG00000074637	34548927	34551383	+	downstream	7261	4541	NearestLocation
X1295.ENSMUSG00000056411	chr3	107879136	107879630	495	*	1295	ENSMUSG00000056411	107888894	107890927	+	upstream	-9511	9264	NearestLocation
X1296.ENSMUSG00000027864	chr3	100880987	100881492	506	*	1296	ENSMUSG00000027864	100914015	100914201	-	downstream	32961	32523	NearestLocation
X1297.ENSMUSG00000050144	chr3	88224383	88225207	825	*	1297	ENSMUSG00000050144	88228650	88229061	-	downstream	4266	3443	NearestLocation
X1298.ENSMUSG00000078604	chr3	107424584	107425043	460	*	1298	ENSMUSG00000078604	107434240	107434293	+	upstream	-9426	9197	NearestLocation
X1299.ENSMUSG00000039131	chr3	151828337	151829092	756	*	1299	ENSMUSG00000039131	151828612	151829194	-	overlapEnd	480	102	NearestLocation
X1300.ENSMUSG00000027950	chr3	89564529	89565126	598	*	1300	ENSMUSG00000027950	89568265	89568554	-	downstream	3726	3139	NearestLocation
X1301.ENSMUSG00000023084	chr3	87549212	87550131	920	*	1301	ENSMUSG00000023084	87552227	87552545	-	downstream	2873	2096	NearestLocation
X1302.ENSMUSG00000027794	chr3	54985988	54986705	718	*	1302	ENSMUSG00000027794	54985950	54986036	+	overlapEnd	396	38	NearestLocation
X1303.ENSMUSG00000028455	chr4	43048689	43049510	822	*	1303	ENSMUSG00000028455	43044201	43044582	-	upstream	-4518	4107	NearestLocation
X1304.ENSMUSG00000028664	chr4	136349092	136349713	622	*	1304	ENSMUSG00000028664	136391685	136391903	-	downstream	42501	41972	NearestLocation
X1305.ENSMUSG00000028738	chr4	139224547	139225556	1010	*	1305	ENSMUSG00000028738	139209453	139209674	+	downstream	15599	14873	NearestLocation
X1306.ENSMUSG00000061894	chr4	128266606	128267290	685	*	1306	ENSMUSG00000061894	128287254	128287286	-	downstream	20338	19964	NearestLocation
X1307.ENSMUSG00000041530	chr4	126137372	126138087	716	*	1307	ENSMUSG00000041530	126138929	126139026	-	downstream	1296	842	NearestLocation
X1308.ENSMUSG00000028830	chr4	126537002	126537817	816	*	1308	ENSMUSG00000028830	126430788	126430847	+	downstream	106622	106155	NearestLocation
X1309.ENSMUSG00000050215	chr4	43715534	43716188	655	*	1309	ENSMUSG00000050215	43713615	43713679	-	upstream	-2182	1855	NearestLocation
X1310.ENSMUSG00000041351	chr4	137239654	137240313	660	*	1310	ENSMUSG00000041351	137220683	137220759	+	downstream	19301	18895	NearestLocation
X1311.ENSMUSG00000040964	chr4	140070833	140071522	690	*	1311	ENSMUSG00000040964	140132969	140133009	-	downstream	61831	61447	NearestLocation
X1312.ENSMUSG00000036622	chr4	140547771	140548704	934	*	1312	ENSMUSG00000036622	140556626	140556788	+	upstream	-8388	7922	NearestLocation
X1313.ENSMUSG00000041000	chr4	128577558	128578144	587	*	1313	ENSMUSG00000041000	128560824	128561821	+	downstream	17027	15737	NearestLocation
X1314.ENSMUSG00000012123	chr4	133628616	133629602	987	*	1314	ENSMUSG00000012123	133621827	133621869	+	downstream	7282	6747	NearestLocation
X1315.ENSMUSG00000046637	chr4	154155262	154156148	887	*	1315	ENSMUSG00000046637	154230309	154230552	+	upstream	-74604	74161	NearestLocation
X1316.ENSMUSG00000029072	chr4	155231768	155232743	976	*	1316	ENSMUSG00000029072	155237253	155237471	-	downstream	5215	4510	NearestLocation
X1317.ENSMUSG00000040964	chr4	140017103	140017809	707	*	1317	ENSMUSG00000040964	140132969	140133009	-	downstream	115553	115160	NearestLocation
X1318.ENSMUSG00000070877	chr4	106887144	106887684	541	*	1318	ENSMUSG00000070877	106881785	106882189	+	downstream	5629	4955	NearestLocation
X1319.ENSMUSG00000028597	chr4	108078774	108079565	792	*	1319	ENSMUSG00000028597	108079148	108079329	-	includeFeature	159	236	NearestLocation
X1320.ENSMUSG00000028573	chr4	95294083	95294662	580	*	1320	ENSMUSG00000028573	95251935	95252138	+	downstream	42437	41945	NearestLocation
X1321.ENSMUSG00000070803	chr4	120369921	120370949	1029	*	1321	ENSMUSG00000070803	120339168	120340425	+	downstream	31267	29496	NearestLocation
X1322.ENSMUSG00000005045	chr4	151749947	151750514	568	*	1322	ENSMUSG00000005045	151712760	151713139	+	downstream	37470	36808	NearestLocation
X1323.ENSMUSG00000035572	chr4	45355415	45355834	420	*	1323	ENSMUSG00000035572	45354973	45355599	+	overlapEnd	651	184	NearestLocation
X1324.ENSMUSG00000039410	chr4	153955001	153955558	558	*	1324	ENSMUSG00000039410	154010832	154010975	-	downstream	55695	55274	NearestLocation
X1325.ENSMUSG00000047613	chr4	153219203	153219880	678	*	1325	ENSMUSG00000047613	153331375	153331431	+	upstream	-111833	111495	NearestLocation
X1326.ENSMUSG00000044496	chr4	147318604	147319582	979	*	1326	ENSMUSG00000044496	147315004	147316166	+	downstream	4089	2438	NearestLocation
X1327.ENSMUSG00000060572	chr4	140572642	140574392	1751	*	1327	ENSMUSG00000060572	140566333	140566397	+	downstream	7184	6245	NearestLocation
X1328.ENSMUSG00000033191	chr4	118152107	118152807	701	*	1328	ENSMUSG00000033191	118162253	118162360	-	downstream	9903	9446	NearestLocation
X1329.ENSMUSG00000006215	chr4	141005133	141005866	734	*	1329	ENSMUSG00000006215	141000569	141000717	+	downstream	4931	4416	NearestLocation
X1330.ENSMUSG00000037139	chr4	135343292	135344343	1052	*	1330	ENSMUSG00000037139	135315630	135315721	+	downstream	28188	27571	NearestLocation
X1331.ENSMUSG00000039774	chr4	47124123	47124642	520	*	1331	ENSMUSG00000039774	47104781	47105200	+	downstream	19601	18923	NearestLocation
X1332.ENSMUSG00000028670	chr4	135524214	135525120	907	*	1332	ENSMUSG00000028670	135528433	135528541	-	downstream	3874	3313	NearestLocation
X1333.ENSMUSG00000028647	chr4	123573672	123574283	612	*	1333	ENSMUSG00000028647	123582075	123582330	+	upstream	-8097	7792	NearestLocation
X1334.ENSMUSG00000040740	chr4	141186931	141188383	1453	*	1334	ENSMUSG00000040740	141179192	141179736	-	upstream	-7921	7195	NearestLocation
X1335.ENSMUSG00000061894	chr4	128128124	128128597	474	*	1335	ENSMUSG00000061894	128287254	128287286	-	downstream	158926	158657	NearestLocation
X1336.ENSMUSG00000029061	chr4	155032852	155034019	1168	*	1336	ENSMUSG00000029061	155027137	155027493	-	upstream	-5943	5359	NearestLocation
X1337.ENSMUSG00000040964	chr4	140043610	140044059	450	*	1337	ENSMUSG00000040964	140132969	140133009	-	downstream	89175	88910	NearestLocation
X1338.ENSMUSG00000028631	chr4	120381229	120381784	556	*	1338	ENSMUSG00000028631	120419465	120419853	-	downstream	38347	37681	NearestLocation
X1339.ENSMUSG00000066191	chr4	47043230	47043933	704	*	1339	ENSMUSG00000066191	47069821	47070178	-	downstream	26596	25888	NearestLocation
X1340.ENSMUSG00000042477	chr4	126409167	126409871	705	*	1340	ENSMUSG00000042477	126413209	126413484	-	downstream	3965	3338	NearestLocation
X1341.ENSMUSG00000040945	chr4	140239984	140240513	530	*	1341	ENSMUSG00000040945	140256456	140256664	+	upstream	-16208	15943	NearestLocation
X1342.ENSMUSG00000033326	chr4	117882026	117882620	595	*	1342	ENSMUSG00000033326	117852498	117852648	-	upstream	-29675	29378	NearestLocation
X1343.ENSMUSG00000033326	chr4	117898345	117899232	888	*	1343	ENSMUSG00000033326	117852498	117852648	-	upstream	-46140	45697	NearestLocation
X1344.ENSMUSG00000028977	chr4	148234167	148234913	747	*	1344	ENSMUSG00000028977	148178538	148178623	+	downstream	56002	55544	NearestLocation
X1345.ENSMUSG00000042804	chr4	151652990	151654333	1344	*	1345	ENSMUSG00000042804	151648341	151648491	+	downstream	5321	4499	NearestLocation
X1346.ENSMUSG00000028789	chr4	128636848	128637453	606	*	1346	ENSMUSG00000028789	128639545	128639664	-	downstream	2514	2092	NearestLocation
X1347.ENSMUSG00000042558	chr4	125987804	125989571	1768	*	1347	ENSMUSG00000042558	125998686	125998947	-	downstream	10259	9115	NearestLocation
X1348.ENSMUSG00000028464	chr4	43551969	43552991	1023	*	1348	ENSMUSG00000028464	43536113	43536467	-	upstream	-16013	15502	NearestLocation
X1349.ENSMUSG00000028980	chr4	149355700	149356824	1125	*	1349	ENSMUSG00000028980	149382860	149383132	-	downstream	26870	26036	NearestLocation
X1350.ENSMUSG00000061887	chr4	106599023	106599507	485	*	1350	ENSMUSG00000061887	106584075	106584517	+	downstream	15190	14506	NearestLocation
X1351.ENSMUSG00000037692	chr4	132617493	132622294	4802	*	1351	ENSMUSG00000037692	132567421	132567438	+	downstream	52473	50055	NearestLocation
X1352.ENSMUSG00000028976	chr4	149506729	149507289	561	*	1352	ENSMUSG00000028976	149493392	149493659	+	downstream	13617	13070	NearestLocation
X1353.ENSMUSG00000014592	chr4	151116482	151117131	650	*	1353	ENSMUSG00000014592	151235734	151235813	-	downstream	119007	118603	NearestLocation
X1354.ENSMUSG00000028738	chr4	139215747	139216523	777	*	1354	ENSMUSG00000028738	139209453	139209674	+	downstream	6682	6073	NearestLocation
X1355.ENSMUSG00000078234	chr4	139583825	139584519	695	*	1355	ENSMUSG00000078234	139516135	139523941	-	upstream	-60231	59884	NearestLocation
X1356.ENSMUSG00000066009	chr4	146034403	146034823	421	*	1356	ENSMUSG00000066009	146064713	146064847	+	upstream	-30100	29890	NearestLocation
X1357.ENSMUSG00000028975	chr4	148331560	148331996	437	*	1357	ENSMUSG00000028975	148473881	148473918	-	downstream	142140	141885	NearestLocation
X1358.ENSMUSG00000028243	chr4	6086358	6086868	511	*	1358	ENSMUSG00000028243	6118245	6118360	+	upstream	-31632	31377	NearestLocation
X1359.ENSMUSG00000039809	chr4	47028725	47029297	573	*	1359	ENSMUSG00000039809	47003980	47004745	-	upstream	-24266	23980	NearestLocation
X1360.ENSMUSG00000040706	chr4	141302506	141303347	842	*	1360	ENSMUSG00000040706	141302587	141303014	+	includeFeature	339	81	NearestLocation
X1361.ENSMUSG00000028782	chr4	129669214	129670945	1732	*	1361	ENSMUSG00000028782	129662114	129662551	+	downstream	7966	6663	NearestLocation
X1362.ENSMUSG00000028687	chr4	116489217	116490520	1304	*	1362	ENSMUSG00000028687	116486924	116487041	+	downstream	2944	2176	NearestLocation
X1363.ENSMUSG00000039577	chr4	151898149	151899216	1068	*	1363	ENSMUSG00000039577	151852251	151852548	+	downstream	46431	45601	NearestLocation
X1364.ENSMUSG00000028763	chr4	137067666	137068821	1156	*	1364	ENSMUSG00000028763	137024634	137024839	+	downstream	43610	42827	NearestLocation
X1365.ENSMUSG00000073733	chr4	140775556	140776256	701	*	1365	ENSMUSG00000073733	140769871	140769978	+	downstream	6035	5578	NearestLocation
X1366.ENSMUSG00000028963	chr4	150386270	150387082	813	*	1366	ENSMUSG00000028963	150371206	150371344	+	downstream	15470	14926	NearestLocation
X1367.ENSMUSG00000073752	chr4	129985695	129986480	786	*	1367	ENSMUSG00000073752	129985406	129985918	-	overlapStart	-170	223	NearestLocation
X1367.ENSMUSG00000028773	chr4	129985695	129986480	786	*	1367	ENSMUSG00000028773	129985839	129986094	+	includeFeature	249	144	NearestLocation
X1368.ENSMUSG00000039936	chr4	149030425	149031120	696	*	1368	ENSMUSG00000039936	149072664	149072807	-	downstream	42035	41544	NearestLocation
X1369.ENSMUSG00000039577	chr4	151910089	151910724	636	*	1369	ENSMUSG00000039577	151852251	151852548	+	downstream	58155	57541	NearestLocation
X1370.ENSMUSG00000029050	chr4	154531129	154531776	648	*	1370	ENSMUSG00000029050	154596467	154596644	-	downstream	65192	64691	NearestLocation
X1371.ENSMUSG00000050215	chr4	43716781	43717380	600	*	1371	ENSMUSG00000050215	43713615	43713679	-	upstream	-3401	3102	NearestLocation
X1372.ENSMUSG00000039577	chr4	151934235	151935680	1446	*	1372	ENSMUSG00000039577	151852251	151852548	+	downstream	82707	81687	NearestLocation
X1373.ENSMUSG00000028747	chr4	138616998	138617789	792	*	1373	ENSMUSG00000028747	138631348	138631485	-	downstream	14091	13559	NearestLocation
X1374.ENSMUSG00000039936	chr4	149033640	149034431	792	*	1374	ENSMUSG00000039936	149072664	149072807	-	downstream	38771	38233	NearestLocation
X1375.ENSMUSG00000036856	chr4	136811478	136812017	540	*	1375	ENSMUSG00000036856	136833404	136833671	+	upstream	-21656	21387	NearestLocation
X1376.ENSMUSG00000041235	chr4	8792791	8793508	718	*	1376	ENSMUSG00000041235	8617617	8617922	+	downstream	175533	174869	NearestLocation
X1377.ENSMUSG00000040945	chr4	140225926	140226600	675	*	1377	ENSMUSG00000040945	140256456	140256664	+	upstream	-30193	29856	NearestLocation
X1378.ENSMUSG00000029028	chr4	153389530	153390369	840	*	1378	ENSMUSG00000029028	153385840	153386545	+	downstream	4110	2985	NearestLocation
X1379.ENSMUSG00000041000	chr4	128539488	128540117	630	*	1379	ENSMUSG00000041000	128560824	128561821	+	upstream	-21022	20707	NearestLocation
X1380.ENSMUSG00000028779	chr4	129752254	129752855	602	*	1380	ENSMUSG00000028779	129779802	129779971	+	upstream	-27248	26947	NearestLocation
X1381.ENSMUSG00000040659	chr4	141472037	141472736	700	*	1381	ENSMUSG00000040659	141430475	141430835	-	upstream	-41551	41202	NearestLocation
X1382.ENSMUSG00000029055	chr4	154384649	154385385	737	*	1382	ENSMUSG00000029055	154384748	154385093	-	includeFeature	76	99	NearestLocation
X1383.ENSMUSG00000040964	chr4	140032369	140033084	716	*	1383	ENSMUSG00000040964	140132969	140133009	-	downstream	100283	99885	NearestLocation
X1384.ENSMUSG00000029050	chr4	154528974	154529544	571	*	1384	ENSMUSG00000029050	154596467	154596644	-	downstream	67385	66923	NearestLocation
X1385.ENSMUSG00000001985	chr4	125385086	125385859	774	*	1385	ENSMUSG00000001985	125167944	125168189	+	downstream	217528	216897	NearestLocation
X1386.ENSMUSG00000028555	chr4	109066479	109067195	717	*	1386	ENSMUSG00000028555	109079228	109079448	+	upstream	-12391	12033	NearestLocation
X1387.ENSMUSG00000037583	chr4	133109069	133109997	929	*	1387	ENSMUSG00000037583	133109291	133109880	+	includeFeature	242	117	NearestLocation
X1388.ENSMUSG00000070691	chr4	134637325	134637761	437	*	1388	ENSMUSG00000070691	134676567	134677078	+	upstream	-39024	38806	NearestLocation
X1389.ENSMUSG00000050854	chr4	118214209	118214940	732	*	1389	ENSMUSG00000050854	118216205	118216333	-	downstream	1759	1265	NearestLocation
X1390.ENSMUSG00000028801	chr4	135081208	135081957	750	*	1390	ENSMUSG00000028801	135051902	135052061	+	downstream	29680	29147	NearestLocation
X1391.ENSMUSG00000070666	chr4	137114456	137115262	807	*	1391	ENSMUSG00000070666	137130427	137130558	-	downstream	15699	15165	NearestLocation
X1392.ENSMUSG00000070666	chr4	137095790	137096362	573	*	1392	ENSMUSG00000070666	137130427	137130558	-	downstream	34482	34065	NearestLocation
X1393.ENSMUSG00000039577	chr4	151928020	151929245	1226	*	1393	ENSMUSG00000039577	151852251	151852548	+	downstream	76381	75472	NearestLocation
X1394.ENSMUSG00000029032	chr4	153714637	153716316	1680	*	1394	ENSMUSG00000029032	153673934	153674163	-	upstream	-41313	40474	NearestLocation
X1395.ENSMUSG00000028610	chr4	107307038	107307611	574	*	1395	ENSMUSG00000028610	107356071	107356185	-	downstream	48861	48460	NearestLocation
X1396.ENSMUSG00000040860	chr4	140590955	140591367	413	*	1396	ENSMUSG00000040860	140609435	140609637	-	downstream	18476	18068	NearestLocation
X1397.ENSMUSG00000028676	chr4	135367280	135367899	620	*	1397	ENSMUSG00000028676	135411662	135412206	+	upstream	-44072	43763	NearestLocation
X1398.ENSMUSG00000041241	chr4	137994772	137995650	879	*	1398	ENSMUSG00000041241	137990586	137990794	+	downstream	4625	3978	NearestLocation
X1399.ENSMUSG00000028635	chr4	119861234	119861871	638	*	1399	ENSMUSG00000028635	119833811	119834169	+	downstream	27741	27065	NearestLocation
X1400.ENSMUSG00000034919	chr4	106294992	106295837	846	*	1400	ENSMUSG00000034919	106295037	106295722	+	includeFeature	377	45	NearestLocation
X1401.ENSMUSG00000028744	chr4	138822255	138822784	530	*	1401	ENSMUSG00000028744	138866544	138866600	-	downstream	44080	43760	NearestLocation
X1402.ENSMUSG00000029061	chr4	155030106	155032171	2066	*	1402	ENSMUSG00000029061	155027137	155027493	-	upstream	-3645	2613	NearestLocation
X1403.ENSMUSG00000042804	chr4	151641505	151642459	955	*	1403	ENSMUSG00000042804	151648341	151648491	+	upstream	-6359	5882	NearestLocation
X1404.ENSMUSG00000028635	chr4	119769214	119770439	1226	*	1404	ENSMUSG00000028635	119833811	119834169	+	upstream	-63985	63372	NearestLocation
X1405.ENSMUSG00000041161	chr4	138457432	138458117	686	*	1405	ENSMUSG00000041161	138469525	138469860	-	downstream	12086	11408	NearestLocation
X1406.ENSMUSG00000036622	chr4	140558271	140559192	922	*	1406	ENSMUSG00000036622	140556626	140556788	+	downstream	2106	1483	NearestLocation
X1407.ENSMUSG00000029071	chr4	155227585	155228195	611	*	1407	ENSMUSG00000029071	155221511	155222013	+	downstream	6379	5572	NearestLocation
X1408.ENSMUSG00000078491	chr4	150459875	150460551	677	*	1408	ENSMUSG00000078491	150463679	150463794	+	upstream	-3466	3128	NearestLocation
X1409.ENSMUSG00000033253	chr4	118062911	118063615	705	*	1409	ENSMUSG00000033253	118046778	118046879	-	upstream	-16384	16032	NearestLocation
X1410.ENSMUSG00000053317	chr4	47531661	47532185	525	*	1410	ENSMUSG00000053317	47487530	47487625	+	downstream	44393	44036	NearestLocation
X1411.ENSMUSG00000041025	chr4	139111061	139111394	334	*	1411	ENSMUSG00000041025	139086463	139086570	+	downstream	24765	24491	NearestLocation
X1412.ENSMUSG00000040945	chr4	140267695	140268555	861	*	1412	ENSMUSG00000040945	140256456	140256664	+	downstream	11669	11031	NearestLocation
X1413.ENSMUSG00000039546	chr4	152806130	152807191	1062	*	1413	ENSMUSG00000039546	152856238	152856288	-	downstream	49628	49047	NearestLocation
X1414.ENSMUSG00000028613	chr4	107448006	107448534	529	*	1414	ENSMUSG00000028613	107474866	107475123	+	upstream	-26596	26332	NearestLocation
X1415.ENSMUSG00000006445	chr4	140877642	140878710	1069	*	1415	ENSMUSG00000006445	140857155	140857349	+	downstream	21021	20293	NearestLocation
X1416.ENSMUSG00000036052	chr4	42969166	42970026	861	*	1416	ENSMUSG00000036052	42962686	42962876	+	downstream	6910	6290	NearestLocation
X1417.ENSMUSG00000028871	chr4	124639721	124640229	509	*	1417	ENSMUSG00000028871	124663674	124663915	+	upstream	-23699	23445	NearestLocation
X1418.ENSMUSG00000028909	chr4	131344086	131344675	590	*	1418	ENSMUSG00000028909	131393999	131394203	-	downstream	49823	49324	NearestLocation
X1419.ENSMUSG00000060572	chr4	140581228	140581808	581	*	1419	ENSMUSG00000060572	140566333	140566397	+	downstream	15185	14831	NearestLocation
X1420.ENSMUSG00000051276	chr4	154036618	154037193	576	*	1420	ENSMUSG00000051276	154040537	154041976	-	downstream	5070	3344	NearestLocation
X1421.ENSMUSG00000029059	chr4	154269135	154269579	445	*	1421	ENSMUSG00000029059	154273052	154273219	-	downstream	3862	3473	NearestLocation
X1422.ENSMUSG00000028538	chr4	117709542	117710133	592	*	1422	ENSMUSG00000028538	117806995	117807495	-	downstream	97657	96862	NearestLocation
X1423.ENSMUSG00000070691	chr4	134617722	134618236	515	*	1423	ENSMUSG00000070691	134676567	134677078	+	upstream	-58588	58331	NearestLocation
X1424.ENSMUSG00000078491	chr4	150568443	150569754	1312	*	1424	ENSMUSG00000078491	150463679	150463794	+	downstream	105419	104649	NearestLocation
X1425.ENSMUSG00000028736	chr4	139340223	139340803	581	*	1425	ENSMUSG00000028736	139388742	139389445	-	downstream	48932	47939	NearestLocation
X1426.ENSMUSG00000034762	chr4	107193350	107193784	435	*	1426	ENSMUSG00000034762	107107222	107107299	+	downstream	86345	86051	NearestLocation
X1427.ENSMUSG00000036856	chr4	136848441	136849122	682	*	1427	ENSMUSG00000036856	136833404	136833671	+	downstream	15378	14770	NearestLocation
X1428.ENSMUSG00000029049	chr4	154514735	154515464	730	*	1428	ENSMUSG00000029049	154460686	154460790	+	downstream	54414	53945	NearestLocation
X1429.ENSMUSG00000039838	chr4	149990781	149991616	836	*	1429	ENSMUSG00000039838	150026136	150026283	-	downstream	35085	34520	NearestLocation
X1430.ENSMUSG00000070666	chr4	137107646	137108305	660	*	1430	ENSMUSG00000070666	137130427	137130558	-	downstream	22582	22122	NearestLocation
